location,sex,cause,age,RMSE_deaths_base,RMSE_prev_base,RMSE_deaths_cal,RMSE_prev_cal,base_err,cal_err,n_eval,n_par,hit_bound,bg_modified_rows
Indonesia,Male,Ischemic heart disease,40-44 years,960.97395996462,14241.5572963942,1932.40915425116,8643.43573264113,226.981293250116,91.668239668174,202,32,FALSE,0
Indonesia,Male,Ischemic heart disease,45-49 years,525.524895740663,24745.3516229028,1448.47535623707,17399.8902420817,226.981293250116,91.668239668174,202,32,FALSE,0
Indonesia,Male,Ischemic heart disease,50-54 years,972.294725384235,33944.5657771241,776.819744408884,34258.9053409285,226.981293250116,91.668239668174,202,32,FALSE,0
Indonesia,Male,Ischemic heart disease,55-59 years,2141.23391694266,37137.5314918008,1069.03233313026,77387.4144278514,226.981293250116,91.668239668174,202,32,FALSE,0
Indonesia,Male,Ischemic heart disease,60-64 years,1430.11499658407,32504.3366121881,2251.98835427486,59595.1812263172,226.981293250116,91.668239668174,202,32,FALSE,0
Indonesia,Male,Ischemic heart disease,65-69 years,4389.62292053795,41883.939568565,1456.80267854478,43851.2293852922,226.981293250116,91.668239668174,202,32,FALSE,0
Indonesia,Male,Ischemic heart disease,70-74 years,6210.44074009479,68346.0724285562,3495.42885411186,38137.2448497303,226.981293250116,91.668239668174,202,32,FALSE,0
Indonesia,Male,Ischemic heart disease,75-79 years,8308.85220573349,77318.6630660417,2311.56189777364,45552.2189720988,226.981293250116,91.668239668174,202,32,FALSE,0
Indonesia,Male,Ischemic heart disease,80-84 years,7819.26830015703,63594.9617095118,5082.54481184539,42194.8887911073,226.981293250116,91.668239668174,202,32,FALSE,0
Indonesia,Male,Ischemic heart disease,85-89 years,5845.4811144647,33546.7318636099,2185.64584877132,21982.3345357285,226.981293250116,91.668239668174,202,32,FALSE,0
Indonesia,Male,Ischemic heart disease,90-94 years,2989.79508074341,10301.169367923,1170.46415301198,12211.220456731,226.981293250116,91.668239668174,202,32,FALSE,0
Indonesia,Male,Ischemic heart disease,95+ years,1164.36681645185,2823.55381822006,1231.28601338479,2407.0088838667,226.981293250116,91.668239668174,202,32,FALSE,0
Indonesia,Male,Ischemic stroke,20-24 years,17.1535906514807,3215.69270216191,8.95310154667577,4129.49166501151,226.992779199171,70.2751580970012,278,32,FALSE,0
